Id,SalePrice
1461,119534.61428045652
1462,160152.18729510362
1463,187740.93061606557
1464,194071.08093135068
1465,186799.12701349377
1466,172407.06112328471
1467,174633.42895963736
1468,167563.891474294
1469,186811.72497742926
1470,123747.55623280157
1471,188988.73128739718
1472,95139.38057682375
1473,97768.0329226894
1474,147854.07506163832
1475,120595.32161928457
1476,389878.7395905905
1477,249398.30909506878
1478,294198.0359917523
1479,269741.93757175194
1480,481736.55316146417
1481,329643.99957355077
1482,208787.52207841902
1483,171070.49703378053
1484,166992.38527750518
1485,179465.53510812108
1486,194775.80995077756
1487,353630.6063348355
1488,231249.51085005185
1489,205746.2405443299
1490,224242.2945275428
1491,192203.84585000813
1492,88960.52015268995
1493,185593.8082149738
1494,298949.26590240304
1495,283337.45051616174
1496,239676.04136387963
1497,181546.58428828107
1498,161214.53567025406
1499,159886.62501300368
1500,153518.3637340129
1501,178276.0822795506
1502,146397.7469498818
1503,307303.3862983158
1504,239538.13230945362
1505,230419.382855297
1506,177819.43415171638
1507,236988.1138924945
1508,192930.37044716894
1509,160962.10311173194
1510,144664.38442614806
1511,146387.00243250045
1512,164700.51486370314
1513,148318.6054453593
1514,160119.5133135795
1515,196112.09656081663
1516,154810.62151990875
1517,160405.96473979982
1518,132805.15194299657
1519,221333.2992148698
1520,132920.0545028808
1521,134392.77175373843
1522,170149.44804969922
1523,112019.58650627012
1524,122247.30548077356
1525,123189.46655616777
1526,114066.85773452638
1527,99458.8712320055
1528,129308.95279001413
1529,151183.956339212
1530,181757.29818997814
1531,106746.7948950121
1532,93679.3773047287
1533,143433.9076789187
1534,119797.5733337312
1535,149122.75226113957
1536,109404.07279052041
1537,67337.48665422483
1538,159167.37663691494
1539,188600.0638727839
1540,90249.85792090229
1541,145818.13221655038
1542,139912.86130406387
1543,211309.6186848139
1544,76861.76747654079
1545,105801.55025394716
1546,133002.59156459998
1547,135359.2333071509
1548,135352.43368134796
1549,111451.03788195342
1550,139954.32444792453
1551,108403.56921336999
1552,140067.54181382363
1553,143774.48712004986
1554,118751.90191407237
1555,159742.52816380066
1556,85652.84631726873
1557,108215.61406879504
1558,94912.07886400797
1559,69620.40997258424
1560,133022.99801253955
1561,131460.93127626643
1562,129635.8367174004
1563,121127.4532769624
1564,156583.43760677785
1565,147990.4005490946
1566,242103.8078645137
1567,70463.71759246162
1568,230684.29503550963
1569,136676.96419503554
1570,137162.35980103578
1571,118240.92601620819
1572,144279.65549657668
1573,243666.33266839
1574,119896.16747495795
1575,220743.44535932445
1576,239922.25702400916
1577,193570.1609247483
1578,150231.23813083573
1579,143838.01166170317
1580,191327.19038204537
1581,152059.81847042163
1582,124840.38165126296
1583,320955.2248817715
1584,227370.98804416283
1585,140078.75367766173
1586,70960.37462254745
1587,103429.25952115927
1588,152439.06950243344
1589,95197.41559401363
1590,129834.76532843281
1591,91878.74157698313
1592,111228.00899396298
1593,125900.19491174015
1594,131283.15097850663
1595,108845.09326122545
1596,238344.1765724974
1597,189934.69775754437
1598,215614.05589538594
1599,172901.655067274
1600,168781.71904280272
1601,64581.35767504084
1602,109953.31389637856
1603,74666.36030199693
1604,266504.8586228015
1605,241767.0981862569
1606,166933.19777316626
1607,166510.40007748408
1608,209080.41380412987
1609,187408.0318288094
1610,153761.99255213692
1611,135805.46226301318
1612,164124.22932830386
1613,157493.82499813606
1614,123865.217008533
1615,84051.18454286014
1616,71285.66542139938
1617,89165.04792403974
1618,126407.83761810182
1619,141138.92810783023
1620,156854.37975026786
1621,131869.25843827397
1622,142735.98199291306
1623,277780.0921806909
1624,211085.51785990607
1625,121106.20259848755
1626,163880.18464782755
1627,188850.82473656183
1628,281774.49215409404
1629,180469.59089035162
1630,367192.8064548646
1631,224035.42670489888
1632,243891.38541655656
1633,171446.76719019725
1634,188631.2995800283
1635,178631.94881827934
1636,153159.89273060227
1637,192296.07614418474
1638,189214.26579579298
1639,183305.06266648637
1640,254287.08297661
1641,179870.98129901043
1642,231590.00351342486
1643,225369.71901501916
1644,232136.08569259744
1645,201435.13646029646
1646,156579.5160375906
1647,156533.2085478478
1648,133932.7706115898
1649,139161.89285835813
1650,114123.14573056789
1651,120728.4863396204
1652,95449.08358032232
1653,96917.11867551303
1654,147065.8696962019
1655,139305.8241720996
1656,143315.7238390437
1657,148951.37811948656
1658,147903.35128852387
1659,127100.58340185281
1660,152237.19527039843
1661,445802.83059880376
1662,407700.12691421923
1663,390036.90208841674
1664,395646.77316733735
1665,315093.0225507224
1666,322889.4176815691
1667,356801.78749506647
1668,348743.0521544932
1669,310631.3971428329
1670,357046.788197995
1671,260002.7435430921
1672,445820.456854743
1673,303988.96980854135
1674,246440.05989791808
1675,188260.6718992999
1676,191566.73237057446
1677,218268.61140027054
1678,450068.6035178956
1679,384336.68977741967
1680,345505.3839926488
1681,250525.52759918722
1682,309712.3697080601
1683,178787.40138605417
1684,171204.51827669845
1685,172512.47922268978
1686,170097.77184002896
1687,166763.80709131365
1688,188580.63390246866
1689,193293.2143281543
1690,194505.21903927557
1691,181793.02683989576
1692,265306.7815412912
1693,168278.4358677151
1694,183964.82364392726
1695,166530.48625769326
1696,275178.5130954335
1697,173700.0610259865
1698,363091.38479225076
1699,321460.1816718447
1700,251983.58506418165
1701,264915.95598712214
1702,242338.43545918528
1703,252277.75723981392
1704,284187.323133685
1705,230390.1202654747
1706,386391.5753311439
1707,212863.39131510022
1708,207161.96961052605
1709,281057.4793416672
1710,225388.3088902409
1711,263739.9749000151
1712,262607.7849901409
1713,275294.4215013
1714,223721.00313613715
1715,207845.2567058769
1716,185075.8022255993
1717,176420.4802805581
1718,132784.5092455889
1719,202606.57488499096
1720,242489.92724465937
1721,164126.1624602017
1722,122488.05556964359
1723,152727.57897129338
1724,214708.86863534723
1725,237549.31437057053
1726,188326.7407607203
1727,157463.3977612118
1728,170650.2524370563
1729,164844.4497897604
1730,154278.30282079335
1731,121204.4112349067
1732,131783.29971687045
1733,115551.97933079877
1734,117168.96002364172
1735,125405.93667572078
1736,114125.05320423568
1737,313428.3861366856
1738,229054.65337280327
1739,250462.2696725076
1740,230390.09422123843
1741,195812.0488419283
1742,171999.7052997082
1743,173660.25103955955
1744,323508.09262987267
1745,215243.52113263242
1746,187103.4681479709
1747,217635.11017329685
1748,222652.06492236655
1749,147198.29230591425
1750,126582.58329834387
1751,241266.92245682978
1752,117939.64278841882
1753,143779.32893586374
1754,191556.86077531998
1755,168054.13948407304
1756,124241.34886296325
1757,120608.99305355707
1758,144928.22212921263
1759,165156.08977536712
1760,163839.01489309038
1761,140868.1430440503
1762,179295.0674337401
1763,175004.37516361207
1764,113792.58900369337
1765,153141.1616389559
1766,180159.1989014248
1767,212392.63871361493
1768,145135.4572292846
1769,178694.77143531005
1770,148931.73253004148
1771,124906.36477874404
1772,132592.6573746738
1773,131943.28645343208
1774,132947.69052624473
1775,139365.67510235333
1776,124470.21896029425
1777,112880.21261700851
1778,139301.13791858935
1779,119727.4702668159
1780,171861.5192553965
1781,126633.54421143797
1782,87906.6368799954
1783,139436.66408336142
1784,106776.01800206074
1785,116578.83410558633
1786,151702.85997337816
1787,160744.48059570263
1788,53474.78284321215
1789,95320.86964224016
1790,79133.86313031957
1791,186859.35490066535
1792,157209.38814526593
1793,124180.34954011977
1794,151835.28675533462
1795,133987.94840983482
1796,126589.64773279655
1797,120648.77906594599
1798,124641.82574637627
1799,113712.57660040683
1800,129203.3284279724
1801,127444.13229090729
1802,139880.61692211527
1803,150764.07752376236
1804,139407.8079710944
1805,135449.05752404296
1806,118796.17866684198
1807,130223.47501859379
1808,119599.04857726935
1809,119660.73270166262
1810,147592.17462189568
1811,95636.33155080985
1812,94174.81910716109
1813,123073.9088094635
1814,98959.80727811124
1815,53904.15124126379
1816,96102.26063192823
1817,109535.43603016515
1818,138212.62625290186
1819,122277.32096424505
1820,55257.15141905562
1821,118774.42702977076
1822,150662.38345346873
1823,42387.325976611784
1824,138414.7029083779
1825,139434.4978966362
1826,104523.21974684525
1827,103725.94995921051
1828,135626.50992750056
1829,117475.95241552591
1830,145376.3968684371
1831,150687.83737969727
1832,76646.65716166423
1833,138782.5974493771
1834,121799.60371763054
1835,129631.37721402725
1836,123324.5215395093
1837,85404.83350441487
1838,124433.98182485723
1839,90005.1879003917
1840,163013.8724708472
1841,139867.1339605005
1842,78980.5911453375
1843,127844.51539099144
1844,138541.2575797069
1845,137679.4532412935
1846,150198.27311782265
1847,160881.87742135525
1848,54302.58984952014
1849,107587.70152771779
1850,116827.60181939423
1851,152585.8955122287
1852,124149.23210754752
1853,131203.2627781918
1854,171140.8793147248
1855,140212.20395237886
1856,221783.67874682308
1857,145207.5721330366
1858,138623.28784985712
1859,119122.12573927552
1860,147778.0572946375
1861,118793.34107840249
1862,332484.2668792169
1863,326366.53730423056
1864,326371.2883114694
1865,354691.32412362524
1866,349887.7697054041
1867,239080.3456686357
1868,297732.07225712674
1869,204543.45821763904
1870,231556.1456715699
1871,253725.20319920953
1872,170914.8447039048
1873,246249.1823088533
1874,146841.17347554618
1875,199874.92206803072
1876,195704.9217757439
1877,208179.68527709437
1878,202962.28669592907
1879,130873.0016302837
1880,134093.58049973112
1881,239771.99027997992
1882,249036.3934837455
1883,189766.11932726967
1884,204721.9274539926
1885,240770.60101261144
1886,295307.14462414256
1887,207213.75926204535
1888,276786.3655631274
1889,158406.13721786535
1890,118478.63852280375
1891,133113.171622487
1892,97419.90784501206
1893,132993.27584562043
1894,124262.93842640604
1895,134463.8194623828
1896,125247.2549385617
1897,118421.06362642051
1898,111443.54760093556
1899,155404.60292108558
1900,150575.05294384682
1901,170988.26443289398
1902,146156.33593620805
1903,221261.29848458973
1904,149842.37156923368
1905,194585.00385914443
1906,151672.63299369547
1907,192840.45025431213
1908,107905.86097200752
1909,131569.995076236
1910,119244.53277004948
1911,225750.07669112293
1912,318175.00556788826
1913,144798.26154405865
1914,48714.91420303512
1915,321069.06911482324
1916,62459.65721465631
1917,247858.2192584158
1918,141699.8445641692
1919,168959.34636381324
1920,140428.1659822969
1921,423002.0095942976
1922,320677.60891623737
1923,222355.69470128758
1924,225591.041714529
1925,195082.66197829967
1926,402036.55387742404
1927,132535.48507848848
1928,155126.36666692173
1929,124141.16175765028
1930,131663.73193379052
1931,141840.44824666705
1932,134526.17626915162
1933,185130.43267605943
1934,182361.62326036466
1935,176395.7204762808
1936,192022.32536849444
1937,181586.28489593783
1938,170174.12405253912
1939,250899.77177325095
1940,184766.98092092574
1941,171012.4573987271
1942,184007.8087278923
1943,207162.1790918482
1944,369616.76506173884
1945,395968.79384343926
1946,140751.1865737876
1947,320966.657631292
1948,173225.12089590664
1949,244562.81179641222
1950,186775.64700395757
1951,237484.29932388067
1952,210835.37986690388
1953,166323.14798065714
1954,183588.32929605435
1955,134609.94165013966
1956,286795.80367626593
1957,155891.45558243303
1958,305464.6251822975
1959,142129.74957595815
1960,114931.16802763515
1961,124252.72845177501
1962,95513.4171987877
1963,101606.70229269503
1964,108848.94189108294
1965,145548.2098358535
1966,136681.23899592782
1967,290843.54484355124
1968,428368.43337128346
1969,405190.0334322272
1970,433077.2148706219
1971,481321.57728137396
1972,388108.3424359692
1973,265201.8270206443
1974,334180.8563418841
1975,453165.8635724533
1976,272139.7114685858
1977,373324.3663091211
1978,364139.37513587973
1979,325884.7328390939
1980,198522.57792754177
1981,354939.32989244786
1982,219095.3854350786
1983,205208.81447826274
1984,165294.75458064544
1985,229240.29868683737
1986,218221.64750385887
1987,180969.21440877195
1988,176537.397498709
1989,195084.8904456371
1990,215039.05403890816
1991,240498.09694097526
1992,218025.3108772528
1993,164384.62934029373
1994,232807.31860511377
1995,184429.90181118576
1996,252260.31690706158
1997,319526.30717506335
1998,334331.66477789124
1999,270041.2732482338
2000,322055.1645112315
2001,273012.35692178214
2002,248033.07832095365
2003,253238.98091764204
2004,277950.5416835895
2005,222465.29168849273
2006,229452.16725566133
2007,248793.36873379478
2008,220587.10629261623
2009,197937.09860839322
2010,194419.26672417016
2011,134296.86519989808
2012,174763.67211049603
2013,181498.91636618203
2014,184795.33533684703
2015,202135.85132456734
2016,193740.99284224294
2017,195964.26391304602
2018,120696.7065054409
2019,132375.52646605685
2020,105054.77526733183
2021,108238.69017491677
2022,182847.5333259071
2023,142711.1571415328
2024,255996.52759664043
2025,348976.3956682693
2026,176771.8574296064
2027,154736.02110753584
2028,148690.54052047885
2029,172720.2273925082
2030,286124.80957233143
2031,236732.3930567398
2032,261139.89295840947
2033,263185.59545149875
2034,165482.77142184236
2035,215492.7271153336
2036,194604.0167511068
2037,201007.1088455057
2038,275748.48374114913
2039,228984.23147007448
2040,261276.669479005
2041,301833.4267819434
2042,202722.3566388993
2043,172266.57819280188
2044,162421.4745063348
2045,213899.3492203161
2046,144688.244868723
2047,146074.59708468473
2048,141458.81428474083
2049,138585.77877011304
2050,177067.97242042472
2051,109565.60623343578
2052,127196.47177581702
2053,145170.49039305322
2054,85416.51544494956
2055,158162.88358120344
2056,142030.76403752185
2057,112906.10061647957
2058,218940.12504170672
2059,129025.44180169595
2060,170250.3103441488
2061,172218.20893857203
2062,131025.09988369397
2063,114263.32443789314
2064,144350.30533672086
2065,116580.74886603619
2066,163927.96096493752
2067,109534.37833394742
2068,133740.05638452404
2069,83456.17525396941
2070,110709.19836495246
2071,93002.0753390564
2072,125121.64872143733
2073,136807.78017725702
2074,190360.3283343273
2075,145111.60379156584
2076,121200.7195952352
2077,154607.85809691082
2078,126855.11805624774
2079,133063.28479983663
2080,118969.10648795564
2081,125134.09432184842
2082,126266.31272674921
2083,146192.8559951302
2084,110051.65587334428
2085,119475.25979249549
2086,112173.72978872017
2087,119857.22903932445
2088,94907.64641452907
2089,80265.90139984364
2090,127065.24652082377
2091,114148.16956917764
2092,122855.84494550465
2093,116137.87732770584
2094,112696.87833035598
2095,146938.4866800321
2096,78524.36330467433
2097,94325.32805209633
2098,145287.83899082156
2099,54067.62480915991
2100,80171.86415865184
2101,120444.83380497765
2102,117991.03933516856
2103,106241.5246253671
2104,131891.81884824592
2105,127161.75301299887
2106,65661.0061742441
2107,202754.92017935406
2108,113942.769951446
2109,111105.25463146168
2110,128622.55752613339
2111,139973.22567076617
2112,143674.41932866166
2113,120768.12063485241
2114,109435.74575541118
2115,160288.15776422122
2116,118123.60168392576
2117,148805.92239984346
2118,121543.4480520462
2119,111102.8251378532
2120,113258.68739243152
2121,105557.34368756041
2122,109280.75872419222
2123,86779.48118015625
2124,164492.11406039976
2125,127145.44963397857
2126,151219.31539573145
2127,149168.585252012
2128,125724.20254340474
2129,94576.81536985574
2130,139354.72874608016
2131,145717.5026461435
2132,116606.58696705443
2133,125909.91150685654
2134,119332.49493492661
2135,98552.66991999264
2136,70565.89928916034
2137,112200.47426677904
2138,132831.8331374159
2139,147492.24921665317
2140,140380.66178908042
2141,146416.83684621536
2142,127437.37602052998
2143,148239.65654243887
2144,116567.7154241914
2145,135739.54162696603
2146,164066.87509787697
2147,139389.18535812572
2148,129520.8354365976
2149,148713.76708047048
2150,226596.2728783285
2151,114283.80679327938
2152,162452.8909370845
2153,167079.21826016618
2154,102063.6155850503
2155,135116.04873172025
2156,270692.7326182382
2157,231757.48295450993
2158,234886.3258646114
2159,208193.90553000252
2160,171264.655480645
2161,242891.26557418617
2162,372883.3332186392
2163,362141.44462389866
2164,254595.12491149345
2165,200819.03149068097
2166,154916.69994205053
2167,223687.81053746602
2168,200512.66382604607
2169,193800.53474677712
2170,220285.9733772712
2171,148856.1800814953
2172,135619.68917988904
2173,168692.45674593127
2174,228544.9388724006
2175,305853.29844959715
2176,326753.88813024684
2177,242802.9813794824
2178,206437.54954823258
2179,139993.0437172273
2180,201656.801223254
2181,190879.9958818537
2182,222980.60711039725
2183,190716.06790355494
2184,121715.35337162837
2185,107066.5058626161
2186,143805.93469046167
2187,153414.95568069475
2188,155412.11104052255
2189,227776.20792181254
2190,81865.60620530072
2191,83381.52369958365
2192,85391.58415738889
2193,104225.96028060015
2194,101682.01506418978
2195,109292.60093767881
2196,99719.08761540145
2197,112791.96596287334
2198,158389.9897355681
2199,179514.7888591536
2200,145206.26871692864
2201,141890.07016516707
2202,234034.0028754794
2203,144076.7765503397
2204,187467.8168739376
2205,115738.9439505512
2206,136025.01079771228
2207,224987.62489030042
2208,257655.14525566102
2209,226139.24386764006
2210,118504.05067572116
2211,115575.15960295519
2212,118053.32104880086
2213,102038.77219493786
2214,132021.61968544906
2215,102192.82998636126
2216,143846.38793805992
2217,68032.42276516718
2218,68264.66608808885
2219,62840.36258978296
2220,61045.60323439922
2221,323672.8109103736
2222,268837.18513770145
2223,288091.99247901264
2224,210321.92819511236
2225,118266.03501108404
2226,184077.54901856714
2227,206075.34206283666
2228,264784.86687323777
2229,248257.80825893648
2230,155774.70197627068
2231,217177.71407642215
2232,180217.03428587053
2233,172701.78209801496
2234,237845.6911435778
2235,219039.79256861866
2236,262501.8001140197
2237,337644.21794374293
2238,203239.97848455465
2239,102396.30019227871
2240,157558.1397657427
2241,159139.35753096684
2242,126611.65045808558
2243,123882.12730676762
2244,101499.15688605366
2245,95309.89312020308
2246,144571.71181800918
2247,106534.23887578212
2248,124372.34718048893
2249,123172.6045401094
2250,131485.22571151235
2251,110205.2538400423
2252,175311.89643490588
2253,156411.18177163028
2254,178999.78481042187
2255,188270.11829676016
2256,180087.32438642034
2257,210031.33224887744
2258,165421.56843556263
2259,178508.42447020984
2260,148136.6941260346
2261,186472.07354951138
2262,206350.76552528059
2263,387788.2218909827
2264,446965.13229739794
2265,171674.97954768737
2266,322399.96175677807
2267,370065.265372277
2268,419950.81467095803
2269,148409.87720383072
2270,190504.91083365394
2271,222245.94229902857
2272,194559.30951407418
2273,162720.49224868033
2274,180501.87476984758
2275,159380.97110399354
2276,192144.84991314518
2277,181851.33628324323
2278,150211.0178030231
2279,127553.7330272638
2280,118572.95040087716
2281,167446.89823916214
2282,182357.70301597123
2283,102859.47881307888
2284,113271.9588361639
2285,140784.18436266374
2286,122447.25158846703
2287,366139.6438315756
2288,274405.8252322299
2289,382271.9998177383
2290,477503.9545784525
2291,338112.6809837535
2292,447330.16529899696
2293,470568.6656888526
2294,425020.0691098727
2295,449918.3280090747
2296,282732.54981719906
2297,334030.78493506915
2298,332318.068293469
2299,366248.4965700175
2300,343709.7388047763
2301,296673.19036741345
2302,243666.32518478157
2303,242088.35960280034
2304,233606.72525354067
2305,190270.99163103045
2306,185432.94402621043
2307,193346.32728986928
2308,228170.31584534483
2309,285962.73621458857
2310,211925.30268305435
2311,195336.9023932175
2312,174766.12154413408
2313,172590.28102618255
2314,165223.54001315
2315,178438.71803679178
